证券代码,证券简称,基金成立日
016372.OF,信澳匠心严选一年持有A,2022-09-07
016373.OF,信澳匠心严选一年持有C,2022-09-07
016375.OF,招商裕泰,2022-12-16
016378.OF,太平消费升级一年持有A,2023-01-20
016379.OF,太平消费升级一年持有C,2023-01-20
016380.OF,华宝专精特新A,2022-09-27
016381.OF,华宝专精特新C,2022-09-27
016382.OF,国泰君安价值精选A,2022-08-09
016383.OF,国泰君安价值精选C,2022-08-09
016384.OF,永赢消费鑫选6个月持有A,2022-12-01
016385.OF,永赢消费鑫选6个月持有C,2022-12-01
016386.OF,永赢低碳环保智选A,2022-10-17
016387.OF,永赢低碳环保智选C,2022-10-17
016400.OF,上投摩根智选30C,2022-08-10
016402.OF,上投摩根内需动力C,2022-08-10
016454.OF,诺安均衡优选一年持有A,2022-09-21
016455.OF,诺安均衡优选一年持有C,2022-09-21
016462.OF,华宝生态中国C,2022-08-17
016464.OF,兴证全球合瑞A,2022-09-07
016465.OF,兴证全球合瑞C,2022-09-07
016466.OF,国泰君安量化选股A,2022-08-18
016467.OF,国泰君安量化选股C,2022-08-18
016477.OF,光大保德信专精特新A,2023-01-16
016478.OF,光大保德信专精特新C,2023-01-16
016485.OF,中欧成长先锋A,2022-11-22
016486.OF,中欧成长先锋C,2022-11-22
016487.OF,东财产业优选A,2022-12-30
016488.OF,东财产业优选C,2022-12-30
016492.OF,南方均衡成长A,2022-09-30
016493.OF,南方均衡成长C,2022-09-30
016500.OF,华夏半导体龙头A,2022-09-19
016501.OF,华夏半导体龙头C,2022-09-19
016502.OF,永赢新兴消费智选A,2022-12-08
016503.OF,永赢新兴消费智选C,2022-12-08
016507.OF,长城数字经济A,2023-01-19
016508.OF,长城数字经济C,2023-01-19
016515.OF,申万菱信智能生活量化选股A,2023-03-17
016516.OF,申万菱信智能生活量化选股C,2023-03-17
016517.OF,华泰紫金创新成长A,2022-09-21
016518.OF,华泰紫金创新成长C,2022-09-21
016524.OF,招商均衡成长A,2022-09-14
016525.OF,招商均衡成长C,2022-09-14
016541.OF,交银启衡A,2022-11-30
016542.OF,交银启衡C,2022-11-30
016549.OF,永赢消费龙头智选A,2022-12-08
016550.OF,永赢消费龙头智选C,2022-12-08
016553.OF,南方鑫悦15个月持有A,2022-09-14
016554.OF,南方鑫悦15个月持有C,2022-09-14
016558.OF,安信洞见成长A,2022-12-13
016559.OF,安信洞见成长C,2022-12-13
016562.OF,鹏华精选成长C,2022-08-31
016568.OF,嘉实碳中和主题A,2023-03-31
016569.OF,嘉实碳中和主题C,2023-03-31
016570.OF,嘉实价值丰润A,2022-09-27
016571.OF,嘉实价值丰润C,2022-09-27
016577.OF,中银创新成长A,2023-02-15
016578.OF,中银创新成长C,2023-02-15
016579.OF,长安宏观策略C,2022-09-19
016588.OF,富国融甄A,2022-09-27
016589.OF,富国融甄C,2022-09-27
016590.OF,富国汽车智选A,2022-09-28
016591.OF,富国汽车智选C,2022-09-28
016592.OF,长城远见成长A,2022-09-28
016593.OF,长城远见成长C,2022-09-28
016605.OF,财通资管臻享成长A,2023-03-02
016606.OF,财通资管臻享成长C,2023-03-02
016616.OF,国泰估值优势C,2022-09-09
016623.OF,银华卓信成长精选A,2022-11-04
016624.OF,银华卓信成长精选C,2022-11-04
016626.OF,汇添富创新成长A,2022-12-14
016627.OF,汇添富创新成长C,2022-12-14
016632.OF,华泰柏瑞行业优选6个月持有A,2022-11-22
016635.OF,国联安气候变化责任投资,2022-09-28
016653.OF,华泰柏瑞行业优选6个月持有C,2022-11-22
016676.OF,南方君誉A,2022-11-15
016677.OF,南方君誉C,2022-11-15
016700.OF,渤海汇金低碳经济一年持有,2022-11-29
016709.OF,泉果旭源三年持有A,2022-10-18
016710.OF,泉果旭源三年持有C,2022-10-18
016713.OF,长信均衡策略一年持有A,2022-12-13
016714.OF,长信均衡策略一年持有C,2022-12-13
016746.OF,浦银安盛光耀优选A,2023-02-14
016747.OF,浦银安盛光耀优选C,2023-02-14
016756.OF,中加医疗创新A,2022-11-30
016757.OF,中加医疗创新C,2022-11-30
016761.OF,嘉合锦荣A,2022-12-27
016762.OF,嘉合锦荣C,2022-12-27
016766.OF,中欧行业景气一年持有A,2022-11-02
016767.OF,中欧行业景气一年持有C,2022-11-02
016772.OF,诺德兴新趋势A,2022-12-20
016773.OF,诺德兴新趋势C,2022-12-20
016774.OF,中信建投红利智选A,2022-10-25
016775.OF,中信建投红利智选C,2022-10-25
016781.OF,湘财研究精选一年持有A,2022-12-14
016782.OF,湘财研究精选一年持有C,2022-12-14
016818.OF,鹏华睿进一年持有A,2023-02-01
016819.OF,鹏华睿进一年持有C,2023-02-01
016840.OF,博道惠泰优选A,2023-01-18
016841.OF,博道惠泰优选C,2023-01-18
016856.OF,银河景气行业A,2022-11-30
016857.OF,银河景气行业C,2022-11-30
016873.OF,广发远见智选A,2022-11-22
016874.OF,广发远见智选C,2022-11-22
016902.OF,鑫元欣悦A,2023-01-12
016903.OF,鑫元欣悦C,2023-01-12
016906.OF,景顺长城品质投资C,2022-10-19
016912.OF,恒越均衡优选A,2022-11-25
016913.OF,恒越均衡优选C,2022-11-25
016921.OF,上投摩根香港精选港股通C,2022-10-28
016961.OF,浙商汇金平稳增长一年持有,2022-11-21
016976.OF,博时阿尔法回报A,2022-12-20
016977.OF,博时阿尔法回报C,2022-12-20
016978.OF,博时均衡优选A,2023-03-07
016979.OF,博时均衡优选C,2023-03-07
016981.OF,银河核心优势C,2022-11-07
016997.OF,创金合信产业臻选平衡A,2023-03-01
016998.OF,创金合信产业臻选平衡C,2023-03-01
017034.OF,中信建投科技主题6个月持有A,2022-12-15
017035.OF,中信建投科技主题6个月持有C,2022-12-15
017036.OF,嘉实低碳精选A,2022-12-13
017037.OF,嘉实低碳精选C,2022-12-13
017041.OF,富国碳中和A,2023-02-24
017042.OF,富国碳中和C,2023-02-24
017043.OF,汇添富品质价值,2022-12-12
017048.OF,富安达产业优选A,2023-03-01
017049.OF,富安达产业优选C,2023-03-01
017063.OF,申万菱信乐成A,2023-03-23
017064.OF,申万菱信乐成C,2023-03-23
017075.OF,宝盈半导体产业A,2022-12-05
017076.OF,宝盈半导体产业C,2022-12-05
017086.OF,嘉实ESG可持续投资A,2023-03-06
017087.OF,嘉实ESG可持续投资C,2023-03-06
017090.OF,景顺长城能源基建C,2022-11-02
017098.OF,上投摩根领先优选C,2022-11-11
017102.OF,大摩数字经济A,2023-03-02
017103.OF,大摩数字经济C,2023-03-02
017110.OF,景顺长城新兴成长C,2022-11-17
017112.OF,嘉实优享生活A,2023-01-17
017113.OF,嘉实优享生活C,2023-01-17
017130.OF,国投瑞银比较优势一年持有A,2023-03-22
017131.OF,国投瑞银比较优势一年持有C,2023-03-22
017142.OF,华宝远见回报A,2023-03-07
017143.OF,华宝远见回报C,2023-03-07
017147.OF,嘉实积极配置一年持有A,2022-11-29
017148.OF,嘉实积极配置一年持有C,2022-11-29
017154.OF,民生加银专精特新智选A,2022-12-05
017155.OF,民生加银专精特新智选C,2022-12-05
017170.OF,景顺长城优势企业C,2022-11-16
017178.OF,上投摩根中小盘C,2022-11-25
017195.OF,长江时代精选A,2022-11-30
017196.OF,长江时代精选C,2022-11-30
017197.OF,华宝新兴成长C,2022-11-17
017199.OF,广发ESG责任投资A,2023-01-19
017200.OF,广发ESG责任投资C,2023-01-19
017216.OF,国投瑞银策略智选A,2023-02-28
017217.OF,国投瑞银策略智选C,2023-02-28
017218.OF,鹏华汽车产业A,2023-03-21
017219.OF,鹏华汽车产业C,2023-03-21
017244.OF,南方前瞻动力A,2023-01-19
017245.OF,南方前瞻动力C,2023-01-19
017290.OF,中欧科创主题C,2022-11-22
017366.OF,泰康新锐成长C,2022-12-09
017400.OF,贝莱德行业优选A,2023-03-28
017401.OF,贝莱德行业优选C,2023-03-28
017415.OF,中泰元和价值精选A,2023-02-17
017416.OF,中泰元和价值精选C,2023-02-17
017424.OF,华泰紫金先进制造A,2023-03-01
017425.OF,华泰紫金先进制造C,2023-03-01
017426.OF,国富深化价值C,2022-12-07
017458.OF,长城创新驱动C,2022-11-30
017467.OF,鑫元消费甄选A,2023-03-24
017468.OF,鑫元消费甄选C,2023-03-24
017483.OF,财通资管数字经济A,2022-12-26
017484.OF,财通资管数字经济C,2022-12-26
017486.OF,万家洞见进取A,2022-12-23
017487.OF,万家洞见进取C,2022-12-23
017511.OF,鹏华稳健回报C,2022-12-07
017532.OF,平安研究优选A,2023-03-21
017533.OF,平安研究优选C,2023-03-21
017537.OF,东方红远见价值C,2022-12-05
017551.OF,南方景气前瞻A,2023-03-14
017552.OF,南方景气前瞻C,2023-03-14
017598.OF,华夏景气驱动A,2023-02-21
017599.OF,华夏景气驱动C,2023-02-21
017600.OF,华夏行业甄选A,2023-03-28
017601.OF,华夏行业甄选C,2023-03-28
017627.OF,长城港股通价值精选多策略C,2023-01-18
017630.OF,富国周期精选三年持有A,2023-01-19
017631.OF,富国周期精选三年持有C,2023-01-19
017635.OF,银华动力领航A,2023-01-20
017636.OF,银华动力领航C,2023-01-20
017639.OF,景顺长城景气优选一年持有A,2023-02-28
017640.OF,景顺长城景气优选一年持有C,2023-02-28
017648.OF,信澳聚优智选A,2023-01-19
017649.OF,信澳聚优智选C,2023-01-19
017663.OF,泓德汽车产业升级A,2023-01-17
017664.OF,泓德汽车产业升级C,2023-01-17
017667.OF,鹏华新材料A,2023-03-28
017668.OF,鹏华新材料C,2023-03-28
017697.OF,华夏新材料龙头A,2023-02-14
017698.OF,华夏新材料龙头C,2023-02-14
017707.OF,建信阿尔法一年持有,2023-02-28
017715.OF,华宝量化选股A,2023-02-20
017716.OF,华宝量化选股C,2023-02-20
017719.OF,华夏消费臻选A,2023-02-21
017720.OF,华夏消费臻选C,2023-02-21
017721.OF,华夏汽车产业A,2023-02-15
017722.OF,华夏汽车产业C,2023-02-15
017723.OF,银华心质A,2023-03-30
017724.OF,银华心质C,2023-03-30
017732.OF,鹏华核心优势C,2023-01-13
017737.OF,融通慧心A,2023-02-28
017738.OF,融通慧心C,2023-02-28
017749.OF,国投瑞银景气驱动A,2023-03-14
017750.OF,国投瑞银景气驱动C,2023-03-14
017757.OF,银河新动能C,2023-02-13
017759.OF,银河研究精选C,2023-02-09
017764.OF,大成均衡增长A,2023-03-22
017765.OF,大成均衡增长C,2023-03-22
017767.OF,嘉实欣荣C,2023-01-20
017772.OF,大成景阳领先C,2023-03-09
017773.OF,大成消费主题C,2023-03-09
017794.OF,交银启盛A,2023-03-30
017795.OF,交银启盛C,2023-03-30
017801.OF,汇添富战略精选中小盘市值3年持有A,2023-03-22
017802.OF,汇添富战略精选中小盘市值3年持有C,2023-03-22
017811.OF,东方人工智能主题C,2023-02-22
017826.OF,兴证全球欣越A,2023-03-17
017827.OF,兴证全球欣越C,2023-03-17
017828.OF,富国时代精选A,2023-03-28
017829.OF,富国时代精选C,2023-03-28
017842.OF,农银汇理景气优选A,2023-02-23
017843.OF,农银汇理景气优选C,2023-02-23
017850.OF,交银启信A,2023-03-01
017851.OF,交银启信C,2023-03-01
017857.OF,西藏东财时代优选A,2023-02-24
017858.OF,西藏东财时代优选C,2023-02-24
017859.OF,交银持续成长C,2023-03-29
017860.OF,景顺长城致远A,2023-02-28
017861.OF,景顺长城致远C,2023-02-28
017876.OF,汇添富新能源精选A,2023-03-17
017877.OF,汇添富新能源精选C,2023-03-17
017878.OF,华安匠心甄选A,2023-03-03
017879.OF,华安匠心甄选C,2023-03-03
017915.OF,中海消费主题精选C,2023-03-06
017927.OF,华商新动力C,2023-02-20
017933.OF,国泰君安高端装备A,2023-03-01
017934.OF,国泰君安高端装备C,2023-03-01
017935.OF,国泰君安远见价值A,2023-03-01
017936.OF,国泰君安远见价值C,2023-03-01
017947.OF,国富港股通远见价值C,2023-02-27
017960.OF,招商趋势领航A,2023-03-21
017961.OF,招商趋势领航C,2023-03-21
017968.OF,华富科技动能C,2023-03-09
017973.OF,易方达港股通优质增长A,2023-03-27
017974.OF,易方达港股通优质增长C,2023-03-27
017977.OF,信澳优享生活A,2023-03-14
017978.OF,信澳优享生活C,2023-03-14
017981.OF,东财成长优选A,2023-03-24
017982.OF,东财成长优选C,2023-03-24
017993.OF,方正富邦远见成长A,2023-03-16
017994.OF,方正富邦远见成长C,2023-03-16
017995.OF,华宝事件驱动C,2023-02-27
018004.OF,广发优质生活C,2023-03-09
018005.OF,光大新增长C,2023-02-28
018008.OF,大成优选C,2023-03-02
018010.OF,长盛电子信息产业C,2023-03-02
018029.OF,泓德新能源产业A,2023-03-24
018030.OF,泓德新能源产业C,2023-03-24
018057.OF,金鹰行业优势C,2023-03-09
018073.OF,国泰产业精选一年封闭A,2023-04-04
018076.OF,光大保德信健康优加C,2023-03-13
018077.OF,光大优势C,2023-03-13
018096.OF,东财价值启航A,2023-03-30
018097.OF,东财价值启航C,2023-03-30
018130.OF,博时ESG量化选股A,2023-03-31
018131.OF,博时ESG量化选股C,2023-03-31
018152.OF,长城核心优势C,2023-03-23
018184.OF,万家先进制造A,2023-03-31
018185.OF,万家先进制造C,2023-03-31
018190.OF,东财产业智选A,2023-04-07
018191.OF,东财产业智选C,2023-04-07
018203.OF,信澳核心科技C,2023-03-27
018225.OF,大成策略回报C,2023-03-30
018235.OF,光大保德信新机遇C,2023-04-07
018259.OF,永赢竞争力精选C,2023-04-07
020010.OF,国泰金牛创新成长,2007-05-18
020015.OF,国泰区位优势A,2009-05-27
020018.OF,国泰金鹿,2014-08-26
020023.OF,国泰事件驱动A,2011-08-17
020026.OF,国泰成长优选,2012-03-20
040005.OF,华安宏利A,2006-09-06
040007.OF,华安中小盘成长,2007-04-10
040008.OF,华安策略优选A,2007-08-02
040011.OF,华安核心优选A,2008-10-22
040016.OF,华安行业轮动,2010-05-11
040020.OF,华安升级主题A,2011-04-22
040025.OF,华安科技动力A,2011-12-20
040035.OF,华安逆向策略A,2012-08-16
050008.OF,博时第三产业成长,2007-04-12
050009.OF,博时新兴成长,2007-07-06
050010.OF,博时特许价值A,2008-05-28
050014.OF,博时创业成长A,2010-06-01
050018.OF,博时行业轮动,2010-12-10
050026.OF,博时医疗保健行业A,2012-08-28
070001.OF,嘉实成长收益A,2002-11-05
070002.OF,嘉实增长,2003-07-09
070003.OF,嘉实稳健,2003-07-09
070013.OF,嘉实研究精选A,2008-05-27
070017.OF,嘉实量化阿尔法,2009-03-20
070019.OF,嘉实价值优势A,2010-06-07
070021.OF,嘉实主题新动力,2010-12-07
070022.OF,嘉实领先成长,2011-05-31
070027.OF,嘉实周期优选,2011-12-08
070032.OF,嘉实优化红利A,2012-06-26
070099.OF,嘉实优质企业,2007-12-08
080001.OF,长盛成长价值A,2002-09-18
080005.OF,长盛量化红利策略,2009-11-25
080012.OF,长盛电子信息产业A,2012-03-27
090007.OF,大成策略回报A,2008-11-26
090009.OF,大成行业轮动,2009-09-08
090011.OF,大成核心双动力,2010-06-22
090013.OF,大成竞争优势,2014-04-22
090015.OF,大成内需增长A,2011-06-14
090016.OF,大成消费主题A,2011-11-08
090018.OF,大成新锐产业,2012-03-20
090019.OF,大成景恒A,2012-06-15
090020.OF,大成健康产业A,2014-01-24
100026.OF,富国天合稳健优选,2006-11-15
100039.OF,富国通胀通缩主题A,2010-05-12
100056.OF,富国低碳环保,2011-08-10
100060.OF,富国高新技术产业,2012-06-27
110009.OF,易方达价值精选,2006-06-13
110013.OF,易方达科翔,2008-11-13
110015.OF,易方达行业领先,2009-03-26
110023.OF,易方达医疗保健,2011-01-28
110025.OF,易方达资源行业,2011-08-16
110029.OF,易方达科讯,2007-12-18
121003.OF,国投瑞银核心企业,2006-04-19
121005.OF,国投瑞银创新动力,2006-11-15
121008.OF,国投瑞银成长优选,2008-01-10
150968.OF,银河研究精选A,2017-07-27
151001.OF,银河稳健,2003-08-04
160106.OF,南方高增长,2005-07-13
160143.OF,南方创业板2年定开,2020-09-01
160211.OF,国泰中小盘成长,2009-10-19
160212.OF,国泰估值优势A,2013-02-19
160314.OF,华夏行业精选,2007-11-22
160325.OF,华夏创业板两年定开,2020-07-24
160425.OF,华安创业板两年定开,2020-09-03
160505.OF,博时主题行业,2005-01-06
160512.OF,博时卓越品牌,2011-04-22
160529.OF,博时创业板两年定开,2020-09-03
160607.OF,鹏华价值优势,2006-07-18
160611.OF,鹏华优质治理,2007-04-25
160613.OF,鹏华盛世创新,2008-10-10
160645.OF,鹏华精选回报三年定期开放,2019-06-25
160727.OF,嘉实创业板两年定开,2021-02-10
160916.OF,大成优选A,2012-07-27
160918.OF,大成中小盘A,2014-04-10
160926.OF,大成创业板两年定开A,2020-07-16
161005.OF,富国天惠精选成长A,2005-11-16
161038.OF,富国新兴成长量化精选A,2017-07-21
161040.OF,富国创业板两年定开,2020-07-14
161131.OF,易方达科润,2018-07-05
161601.OF,融通新蓝筹,2002-09-13
161609.OF,融通动力先锋,2006-11-15
161610.OF,融通领先成长A,2007-04-30
161611.OF,融通内需驱动AB,2009-04-22
161616.OF,融通医疗保健行业A,2012-07-26
161706.OF,招商优质成长,2005-11-17
161810.OF,银华内需精选,2009-07-01
161818.OF,银华消费主题A,2011-09-28
161837.OF,银华大盘精选两年定开,2019-12-16
161838.OF,银华创业板两年定开,2020-08-07
161903.OF,万家行业优选,2005-07-15
161912.OF,万家社会责任定开A,2019-03-21
161913.OF,万家社会责任定开C,2019-03-21
161914.OF,万家创业板2年定开A,2020-08-14
161915.OF,万家创业板2年定开C,2020-08-14
162006.OF,长城久富A,2007-02-12
162102.OF,金鹰中小盘精选,2004-05-27
162204.OF,泰达宏利行业精选A,2004-07-09
162207.OF,泰达宏利效率优选,2006-05-12
162209.OF,泰达宏利市值优选,2007-08-03
162212.OF,泰达宏利红利先锋A,2009-12-03
162214.OF,泰达宏利领先中小盘,2011-01-26
162605.OF,景顺长城鼎益,2005-03-16
162607.OF,景顺长城资源垄断,2006-01-26
162703.OF,广发小盘成长A,2005-02-02
162717.OF,广发成长新动能A,2022-11-25
162720.OF,广发创业板两年定开,2020-09-24
163406.OF,兴全合润,2010-04-22
163409.OF,兴全绿色投资,2011-05-06
163411.OF,兴全精选,2017-09-06
163412.OF,兴全轻资产,2012-04-05
163415.OF,兴全商业模式优选,2012-12-18
163418.OF,兴全合兴A,2021-01-12
163503.OF,天治核心成长,2006-01-20
163803.OF,中银持续增长A,2006-03-17
163805.OF,中银动态策略A,2008-04-03
163818.OF,中银中小盘成长,2011-11-23
163822.OF,中银主题策略A,2012-07-25
164826.OF,工银创业板两年定开A,2021-04-02
165313.OF,建信优势动力,2013-03-19
165508.OF,信诚深度价值,2010-07-30
165512.OF,信诚新机遇,2011-08-01
165516.OF,信诚周期轮动A,2012-05-07
166001.OF,中欧新趋势A,2007-01-29
166005.OF,中欧价值发现A,2009-07-24
166006.OF,中欧行业成长A,2009-12-30
166007.OF,中欧互通精选A,2018-10-08
166009.OF,中欧新动力A,2011-02-10
166011.OF,中欧盛世成长A,2015-03-31
166024.OF,中欧恒利三年定开,2017-11-01
166025.OF,中欧远见两年定开A,2019-04-24
166027.OF,中欧创业板两年定开A,2020-07-16
166107.OF,信澳量化多因子A,2019-11-06
166108.OF,信澳量化多因子C,2019-11-06
166109.OF,信澳量化先锋A,2020-02-04
166110.OF,信澳量化先锋C,2020-02-04
167508.OF,安信价值发现两年定开,2020-04-30
168207.OF,中融创业板两年定开,2020-08-21
168501.OF,北信瑞丰产业升级,2017-06-23
168601.OF,汇安裕阳三年定期开放,2018-09-27
169107.OF,东方红恒阳五年定开,2020-02-13
169109.OF,东方红睿和三年定开A,2021-12-02
180010.OF,银华优质增长,2006-06-09
180012.OF,银华富裕主题,2006-11-16
180013.OF,银华领先策略,2008-08-20
180031.OF,银华中小盘精选,2012-06-20
200006.OF,长城消费增值,2006-04-06
200008.OF,长城品牌优选,2007-08-06
200010.OF,长城双动力A,2009-01-15
200012.OF,长城中小盘成长A,2011-01-27
200015.OF,长城优化升级A,2012-04-20
202003.OF,南方绩优成长A,2006-11-16
202005.OF,南方成份精选A,2007-05-14
202007.OF,南方隆元产业主题,2007-11-09
202009.OF,南方盛元红利,2008-03-21
202011.OF,南方优选价值A,2008-06-18
202019.OF,南方策略优化,2010-03-30
206002.OF,鹏华精选成长A,2009-09-09
206007.OF,鹏华消费优选,2010-12-28
206009.OF,鹏华新兴产业,2011-06-15
210003.OF,金鹰行业优势A,2009-07-01
210004.OF,金鹰稳健成长,2010-04-14
210005.OF,金鹰主题优势,2010-12-20
210008.OF,金鹰策略配置,2011-09-01
210009.OF,金鹰核心资源,2012-05-23
213002.OF,宝盈泛沿海增长,2005-03-08
213003.OF,宝盈策略增长,2007-01-19
213008.OF,宝盈资源优选,2008-04-15
217001.OF,招商安泰,2003-04-28
217005.OF,招商先锋,2004-06-01
217010.OF,招商大盘蓝筹,2008-06-19
217012.OF,招商行业领先A,2009-06-19
217013.OF,招商中小盘精选,2009-12-25
229002.OF,泰达宏利逆向策略,2012-05-23
233006.OF,大摩领先优势,2009-09-22
233007.OF,大摩卓越成长,2010-05-18
233009.OF,大摩多因子策略,2011-05-17
233011.OF,大摩主题优选,2012-03-13
233015.OF,大摩量化配置A,2012-12-11
240001.OF,华宝宝康消费品,2003-07-15
240004.OF,华宝动力组合A,2005-11-17
240005.OF,华宝多策略A,2004-05-11
240009.OF,华宝先进成长,2006-11-07
240010.OF,华宝行业精选,2007-06-14
240011.OF,华宝大盘精选,2008-10-07
240017.OF,华宝新兴产业,2010-12-07
240020.OF,华宝医药生物,2012-02-28
240022.OF,华宝资源优选A,2012-08-21
257020.OF,国联安精选,2005-12-28
257030.OF,国联安优势,2007-01-24
257040.OF,国联安红利,2008-10-22
257050.OF,国联安主题驱动,2009-08-26
257070.OF,国联安优选行业,2011-05-23
260101.OF,景顺长城优选,2003-10-24
260104.OF,景顺长城内需增长,2004-06-25
260108.OF,景顺长城新兴成长A,2006-06-28
260109.OF,景顺长城内需增长贰号,2006-10-11
260110.OF,景顺长城精选蓝筹,2007-06-18
260111.OF,景顺长城公司治理,2008-10-22
260112.OF,景顺长城能源基建A,2009-10-20
260115.OF,景顺长城中小盘,2011-03-22
260116.OF,景顺长城核心竞争力A,2011-12-20
260117.OF,景顺长城支柱产业,2012-11-20
270005.OF,广发聚丰A,2005-12-23
270008.OF,广发核心精选,2008-07-16
270021.OF,广发聚瑞A,2009-06-16
270025.OF,广发行业领先A,2010-11-23
270028.OF,广发制造业精选A,2011-09-20
270041.OF,广发消费品精选A,2012-06-12
270050.OF,广发新经济A,2013-02-06
288001.OF,华夏经典配置,2004-03-15
288002.OF,华夏收入,2005-11-17
290004.OF,泰信优质生活,2006-12-15
290006.OF,泰信蓝筹精选,2009-04-22
290008.OF,泰信发展主题,2010-12-15
290011.OF,泰信中小盘精选,2011-10-26
290014.OF,泰信现代服务业,2013-02-07
310308.OF,申万菱信盛利精选,2004-04-09
310328.OF,申万菱信新动力,2005-11-10
310368.OF,申万菱信竞争优势A,2008-07-04
310388.OF,申万菱信消费增长A,2009-06-12
320001.OF,诺安平衡,2004-05-21
320003.OF,诺安先锋A,2005-12-19
320005.OF,诺安价值增长,2006-11-21
320007.OF,诺安成长,2009-03-10
320011.OF,诺安中小盘精选,2010-04-28
320012.OF,诺安主题精选,2010-09-15
320015.OF,诺安行业轮动,2017-06-23
320016.OF,诺安多策略,2011-08-09
340007.OF,兴全社会责任,2008-04-30
360005.OF,光大红利,2006-03-24
360006.OF,光大新增长A,2006-09-14
360007.OF,光大优势A,2007-08-24
360010.OF,光大精选,2009-03-04
360012.OF,光大中小盘,2010-04-14
360016.OF,光大行业轮动,2012-02-15
370024.OF,上投摩根核心优选A,2012-11-28
370027.OF,上投摩根智选30A,2013-03-06
377010.OF,上投摩根阿尔法A,2005-10-11
377020.OF,上投摩根内需动力A,2007-04-13
377150.OF,上投摩根健康品质生活A,2012-02-01
377240.OF,上投摩根新兴动力A,2011-07-13
377530.OF,上投摩根行业轮动A,2010-01-28
378010.OF,上投摩根成长先锋A,2006-09-20
379010.OF,上投摩根中小盘A,2009-01-21
398041.OF,中海量化策略,2009-06-24
398061.OF,中海消费主题精选A,2011-11-09
400007.OF,东方策略成长,2008-06-03
400011.OF,东方核心动力A,2009-06-24
400015.OF,东方新能源汽车主题,2011-12-28
400020.OF,东方成长回报,2013-07-03
410003.OF,华富成长趋势,2007-03-19
410009.OF,华富量子生命力,2011-04-01
420003.OF,天弘永定成长A,2008-12-02
420005.OF,天弘周期策略A,2009-12-17
450002.OF,国富弹性市值,2006-06-14
450003.OF,国富潜力组合A人民币,2007-03-22
450004.OF,国富深化价值A,2008-07-03
450007.OF,国富成长动力,2009-03-25
450011.OF,国富研究精选,2012-05-22
460001.OF,华泰柏瑞盛世中国,2005-04-27
460005.OF,华泰柏瑞价值增长A,2008-07-16
460007.OF,华泰柏瑞行业领先,2009-08-03
460009.OF,华泰柏瑞量化先行A,2010-06-22
470006.OF,汇添富医药保健A,2010-09-21
470008.OF,汇添富策略回报,2009-12-22
470009.OF,汇添富民营活力A,2010-05-05
470028.OF,汇添富社会责任A,2011-03-29
470098.OF,汇添富逆向投资A,2012-03-09
481001.OF,工银核心价值A,2005-08-31
481004.OF,工银稳健成长A,2006-12-06
481006.OF,工银红利,2007-07-18
481008.OF,工银大盘蓝筹,2008-08-04
481010.OF,工银中小盘成长,2010-02-10
481013.OF,工银消费服务A,2011-04-21
481015.OF,工银主题策略A,2011-10-24
481017.OF,工银量化策略A,2012-04-26
483003.OF,工银精选平衡,2006-07-13
501002.OF,长信价值优选,2019-02-26
501028.OF,财通多策略福瑞A,2016-11-22
501032.OF,财通福盛多策略A,2017-01-25
501038.OF,银华明择多策略,2017-08-11
501051.OF,圆信永丰汇利,2017-11-30
501063.OF,汇添富悦享定期开放,2019-01-31
501065.OF,汇添富经典成长,2018-12-05
501070.OF,广发睿阳三年定开,2019-01-31
501079.OF,大成科创主题A,2019-07-18
501081.OF,中欧科创主题A,2019-06-28
501087.OF,交银瑞丰,2019-09-04
501088.OF,嘉实瑞虹三年定开,2019-09-04
501091.OF,嘉实欣荣A,2020-01-20
501092.OF,交银瑞思,2020-02-21
501093.OF,华夏翔阳两年定开,2020-03-06
501095.OF,中银证券科技创新,2020-03-12
501096.OF,国联安科技创新,2020-03-20
501097.OF,国寿安保科技创新,2020-03-26
501098.OF,建信优享科技创新,2020-03-26
501099.OF,平安新兴产业,2020-04-10
501203.OF,易方达创新未来,2020-09-29
501205.OF,鹏华创新未来,2020-09-30
501206.OF,汇添富创新未来,2020-10-13
501207.OF,华夏创新未来,2020-10-13
501208.OF,中欧创新未来,2020-10-09
501209.OF,银华富久食品饮料精选A,2021-09-03
506000.OF,南方科创板3年定开,2020-07-28
506001.OF,万家科创板2年定开,2020-08-03
506002.OF,易方达科创板两年定开,2020-07-28
506003.OF,富国科创板两年定开,2020-07-29
506005.OF,博时科创板三年定开,2020-07-29
506006.OF,汇添富科创板2年定开,2020-07-28
506007.OF,广发科创板两年定开,2021-11-24
506008.OF,长城科创板两年定开A,2021-09-01
506009.OF,国泰科创板两年定开,2022-02-18
519001.OF,银华核心价值优选,2005-09-27
519002.OF,华安安信消费服务A,2013-05-23
519005.OF,海富通股票,2005-07-29
519011.OF,海富通精选,2003-08-22
519013.OF,海富通风格优势,2006-10-19
519015.OF,海富通精选2号,2007-04-09
519017.OF,大成积极成长,2007-01-16
519018.OF,汇添富均衡增长,2006-08-07
519019.OF,大成景阳领先A,2007-12-11
519025.OF,海富通领先成长,2009-04-30
519026.OF,海富通中小盘,2010-04-14
519033.OF,海富通国策导向,2011-11-16
519035.OF,富国天博创新主题,2007-04-27
519039.OF,长盛同德,2007-10-25
519056.OF,海富通内需热点,2013-12-19
519068.OF,汇添富成长焦点,2007-03-12
